datetime,symbol,open,high,low,close,volume
2022-09-23 09:30:00,PEPPERSTONE:USDCLP,977.38,977.38,970.22,972.12,5231.0
2022-09-26 09:30:00,PEPPERSTONE:USDCLP,994.17,999.35,992.87,999.32,2181.0
2022-09-27 09:30:00,PEPPERSTONE:USDCLP,985.36,985.98,982.31,985.77,2461.0
2022-09-28 09:30:00,PEPPERSTONE:USDCLP,970.32,970.92,961.47,963.95,2731.0
2022-09-29 09:30:00,PEPPERSTONE:USDCLP,969.3,981.75,967.65,973.07,6031.0
2022-09-30 09:30:00,PEPPERSTONE:USDCLP,963.77,971.07,963.51,969.91,2161.0
2022-10-03 09:30:00,PEPPERSTONE:USDCLP,959.9,960.22,954.12,955.82,5241.0
2022-10-04 09:30:00,PEPPERSTONE:USDCLP,930.61,940.76,930.51,937.51,2621.0
2022-10-05 09:30:00,PEPPERSTONE:USDCLP,944.66,950.24,941.89,948.49,4631.0
2022-10-06 09:30:00,PEPPERSTONE:USDCLP,947.43,949.83,942.03,944.68,5711.0
2022-10-07 09:30:00,PEPPERSTONE:USDCLP,947.55,947.58,941.56,941.63,3761.0
2022-10-11 09:30:00,PEPPERSTONE:USDCLP,935.64,936.23,928.18,928.33,1761.0
2022-10-12 09:30:00,PEPPERSTONE:USDCLP,937.28,943.09,936.63,941.21,5151.0
2022-10-13 09:30:00,PEPPERSTONE:USDCLP,947.13,947.53,940.68,945.01,4691.0
2022-10-14 09:30:00,PEPPERSTONE:USDCLP,959.31,966.11,958.88,965.57,4311.0
2022-10-17 09:30:00,PEPPERSTONE:USDCLP,973.89,975.68,970.11,974.25,3941.0
2022-10-18 09:30:00,PEPPERSTONE:USDCLP,980.66,980.66,980.66,980.66,1.0
2022-10-19 09:30:00,PEPPERSTONE:USDCLP,979.32,984.79,977.95,984.41,2621.0
2022-10-20 09:30:00,PEPPERSTONE:USDCLP,974.65,978.85,973.67,978.85,4161.0
2022-10-21 09:30:00,PEPPERSTONE:USDCLP,974.49,976.99,971.79,972.0,1761.0
2022-10-24 09:30:00,PEPPERSTONE:USDCLP,983.97,990.37,983.92,987.25,6901.0
2022-10-25 09:30:00,PEPPERSTONE:USDCLP,971.0,975.0,971.0,973.12,3621.0
2022-10-26 09:30:00,PEPPERSTONE:USDCLP,953.65,954.65,950.15,952.07,2879.0
2022-10-27 09:30:00,PEPPERSTONE:USDCLP,944.57,946.95,941.9,943.17,4865.0
2022-10-28 09:30:00,PEPPERSTONE:USDCLP,941.98,950.72,941.83,947.63,4281.0
2022-11-02 09:30:00,PEPPERSTONE:USDCLP,940.58,943.47,939.5,943.41,7631.0
2022-11-03 09:30:00,PEPPERSTONE:USDCLP,944.17,954.6,943.47,952.7,7709.0
2022-11-04 09:30:00,PEPPERSTONE:USDCLP,933.04,936.54,930.82,935.89,2621.0
2022-11-07 09:30:00,PEPPERSTONE:USDCLP,921.38,924.43,921.18,923.18,1391.0
2022-11-08 09:30:00,PEPPERSTONE:USDCLP,906.29,906.69,899.09,901.89,2241.0
2022-11-09 09:30:00,PEPPERSTONE:USDCLP,908.82,909.37,905.67,906.07,2351.0
2022-11-10 09:30:00,PEPPERSTONE:USDCLP,886.6,888.75,886.44,886.52,1579.0
2022-11-14 09:30:00,PEPPERSTONE:USDCLP,903.74,904.23,899.73,900.37,2440.0
2022-11-15 09:30:00,PEPPERSTONE:USDCLP,894.48,894.68,887.58,888.21,2657.0
2022-11-16 09:30:00,PEPPERSTONE:USDCLP,904.66,909.31,904.66,909.06,1461.0
2022-11-17 09:30:00,PEPPERSTONE:USDCLP,921.22,927.47,919.92,927.47,2911.0
2022-11-18 09:30:00,PEPPERSTONE:USDCLP,931.8,939.2,931.3,936.22,4651.0
2022-11-21 09:30:00,PEPPERSTONE:USDCLP,946.09,951.49,944.39,950.95,2471.0
2022-11-22 09:30:00,PEPPERSTONE:USDCLP,933.9,936.1,930.4,930.61,2841.0
2022-11-23 09:30:00,PEPPERSTONE:USDCLP,926.89,927.74,921.18,923.11,2541.0
2022-11-25 09:30:00,PEPPERSTONE:USDCLP,925.53,926.03,921.79,922.31,921.0
2022-11-29 09:30:00,PEPPERSTONE:USDCLP,908.9,913.1,908.9,910.82,4491.0
2022-11-30 09:30:00,PEPPERSTONE:USDCLP,905.15,906.35,895.72,896.36,3293.0
2022-12-01 09:30:00,PEPPERSTONE:USDCLP,890.44,891.12,880.77,883.92,6211.0
2022-12-02 09:30:00,PEPPERSTONE:USDCLP,884.48,887.2,883.08,886.4,3621.0
2022-12-05 09:30:00,PEPPERSTONE:USDCLP,891.02,893.33,888.55,891.91,2481.0
2022-12-06 09:30:00,PEPPERSTONE:USDCLP,885.35,887.53,878.73,880.57,2680.0
2022-12-07 09:30:00,PEPPERSTONE:USDCLP,874.46,878.81,870.31,872.41,3057.0
2022-12-09 09:30:00,PEPPERSTONE:USDCLP,862.9,864.06,859.92,862.56,4781.0
2022-12-13 09:30:00,PEPPERSTONE:USDCLP,855.39,857.29,853.55,856.54,1537.0
2022-12-14 09:30:00,PEPPERSTONE:USDCLP,864.52,873.37,864.32,871.93,6730.0
2022-12-15 09:30:00,PEPPERSTONE:USDCLP,880.19,880.39,876.09,878.14,3131.0
2022-12-16 09:30:00,PEPPERSTONE:USDCLP,890.2,893.19,889.19,892.32,2560.0
2022-12-19 09:30:00,PEPPERSTONE:USDCLP,890.82,895.59,890.39,894.64,1431.0
2022-12-20 09:30:00,PEPPERSTONE:USDCLP,893.4,893.54,886.35,888.29,8861.0
